id,sentiment,state,timestamp
221,0.0811,MA,1578456905
222,0.5804,FL,1578458343
223,0.8020,AZ,1578459496
224,0.4746,OR,1578462899
225,-1.0000,TX,1578464962
226,0.2374,ND,1578465157
227,-0.6607,IA,1578470379
228,0.4706,NC,1578472622
229,-0.7753,AK,1578472769
230,-0.6315,NV,1578473880
231,0.8597,NY,1578475861
232,0.8859,NH,1578477495
233,0.5716,NE,1578477921
234,0.0119,VA,1578480102
235,0.2017,CO,1578485845
236,-1.0000,NJ,1578488382
237,1.0000,WV,1578490979
238,0.4366,NM,1578501275
239,-0.5689,DE,1578501934
240,0.7950,TN,1578503394
241,-0.6007,DE,1578506068
242,0.7420,NY,1578516961
243,-0.8455,CT,1578519955
244,0.8706,AZ,1578523488
245,-0.5794,DE,1578523781
246,-0.8338,DC,1578524216
247,-0.7338,ID,1578525589
248,-0.6586,PA,1578531749
249,-0.1619,SD,1578533276
250,0.8003,OH,1578533879
251,-0.8325,OK,1578542959
252,0.7175,HI,1578544084
253,-0.9358,TX,1578548593
254,0.9476,OH,1578552287
255,0.7903,NH,1578557745
256,-1.0000,NJ,1578558366
257,0.9562,AZ,1578558494
258,0.0245,CA,1578558831
259,-0.9192,NJ,1578560872
260,-0.3986,GA,1578562623
261,-0.3432,UT,1578563723
262,-0.6960,AK,1578571368
263,0.1945,AL,1578571621
264,-1.0000,IL,1578571886
265,0.6235,MO,1578577682
266,0.1947,MN,1578579431
267,0.5202,LA,1578584004
268,0.8339,AZ,1578584506
269,-1.0000,IN,1578584642
270,0.1462,KS,1578587357
271,0.8013,MO,1578587740
272,-0.5063,MI,1578590950
273,0.1736,ND,1578591175
274,-0.3603,DE,1578592088
275,-0.9272,OK,1578593058
276,0.3469,WY,1578595931
277,-0.6477,PA,1578596288
278,-0.6346,NV,1578601386
279,0.1788,WA,1578608758
280,-0.9678,IN,1578610850
281,0.2577,WA,1578620280
282,-0.3763,UT,1578627770
283,-0.4942,WI,1578636805
284,0.3788,AL,1578647097
285,-0.3644,UT,1578654131
286,-0.8959,TX,1578655287
287,-1.0000,NJ,1578659160
288,0.4046,ND,1578664605
289,0.5520,RI,1578670425
290,0.0389,WA,1578670973
291,-0.0434,VA,1578672193
292,0.0017,WA,1578675068
293,-0.6159,MI,1578676890
294,-0.8840,DC,1578681649
295,-0.4713,UT,1578689387
296,0.2503,ND,1578689717
297,0.3071,RI,1578691263
298,-0.2945,UT,1578700440
299,-0.6394,IA,1578702753
300,0.0547,KY,1578706121
301,-0.1445,SD,1578706164
302,0.2489,ND,1578711769
303,0.2662,AR,1578724214
304,0.3880,RI,1578726895
305,0.3828,ND,1578727479
306,-0.5896,DE,1578729450
307,0.1657,CA,1578736907
308,0.0249,WA,1578737121
309,0.9155,NY,1578737802
310,0.2924,KY,1578740661
311,-0.0274,VA,1578740889
312,-0.1911,SD,1578742350
313,0.5211,LA,1578743728
314,-0.7976,TX,1578745543
315,-0.0724,MA,1578757229
316,-0.7141,MI,1578758600
317,0.9105,MO,1578760217
318,0.2493,ND,1578765532
319,0.8074,OH,1578766876
320,0.2725,OR,1578769837
321,-0.4077,DE,1578770604
322,0.9798,NH,1578773636
323,0.3245,OR,1578780133
324,-0.6656,PA,1578781088
325,-0.9869,MP,1578784383
326,0.7857,MO,1578788817
327,-1.0000,MP,1578791220
328,-0.5070,DE,1578797122
329,0.6452,NC,1578798488
330,-0.0075,AR,1578798571
331,-0.7258,IA,1578802386
332,0.3150,ND,1578806584
333,0.2254,WA,1578812596
334,-0.9937,NJ,1578812662
335,-0.9838,CT,1578813873
336,-0.0760,MA,1578815980
337,-0.0581,CO,1578822867
338,0.5359,RI,1578823919
339,-0.3792,SD,1578827340
340,-1.0000,NJ,1578827783
341,0.1565,CO,1578830398
342,-0.8376,DC,1578842059
343,0.7861,NY,1578843265
344,-0.8926,DC,1578846932
345,-0.6507,ID,1578847150
346,-0.0267,CA,1578847242
347,0.8909,AZ,1578849676
348,-0.0813,VA,1578851352
349,-0.6582,IA,1578851541
350,-0.8381,PA,1578851567
351,0.2111,MN,1578851646
352,-0.9071,IL,1578854437
353,0.8883,NY,1578866663
354,0.2557,CA,1578874457
355,-0.8855,IN,1578880323
356,-0.1743,ME,1578880347
357,0.3781,FL,1578880568
358,-0.7094,MI,1578880862
359,0.4409,FL,1578881125
360,0.8462,TN,1578884486
361,-0.7793,TX,1578888137
362,-0.2312,MT,1578894904
363,0.5307,WY,1578896236
364,0.1039,MN,1578896990
365,0.7778,HI,1578897665
366,0.2587,KS,1578897897
367,-0.1810,VA,1578898547
368,0.2733,MN,1578900690
369,0.5948,TN,1578902196
370,-1.0000,NJ,1578907875
371,0.4809,OR,1578912035
372,-0.2175,GA,1578913270
373,-0.8351,PA,1578915973
374,-0.1853,SD,1578922702
375,-1.0000,TX,1578923231
376,-0.7518,AK,1578927315
377,-0.6236,MI,1578933319
378,0.2224,CA,1578942569
379,-0.8795,CT,1578944571
380,0.0331,VA,1578947753
381,-1.0000,CT,1578950351
382,-0.7965,IL,1578950799
383,-0.6745,ID,1578953821
384,-0.8943,ID,1578961439
385,-0.3140,SC,1578962249
386,0.4275,AL,1578963191
387,-0.6803,MS,1578965935
388,-0.9899,MP,1578966017
389,0.0693,CA,1578969479
390,-0.4189,SD,1578975434
391,-0.0207,MT,1578975777
392,-0.5326,MD,1578978173
393,0.0311,VA,1578978555
394,0.4977,NE,1578984054
395,0.5943,NE,1578985483
396,-0.3472,DE,1578987014
397,0.8758,NY,1578990530
398,-0.4208,DE,1578994075
399,0.3951,ND,1578995012
400,0.2921,RI,1578995648
401,-0.5139,DE,1578996296
402,0.0546,KS,1578999032
403,0.8573,NH,1578999608
404,0.2965,KY,1579003546
405,0.9850,OH,1579007467
406,-0.0463,ME,1579008595
407,0.0051,VA,1579008773
408,-0.8913,CT,1579009067
409,-0.0273,CO,1579012461
410,-0.5752,IA,1579019377
411,-0.9199,OK,1579020650
412,-0.1895,SD,1579022612
413,-0.7637,IL,1579023783
414,0.9558,OH,1579024044
415,-0.9307,CT,1579025077
416,-0.3003,SC,1579031205
417,-0.6011,NV,1579032885
418,-0.8536,DC,1579033326
419,-0.2324,MT,1579037358
420,-0.0637,MT,1579038282
421,0.2034,AR,1579040700
422,-0.6449,NV,1579044719
423,0.1927,ND,1579045922
424,0.1927,WA,1579047872
425,-0.8966,AK,1579049815
426,-0.0552,VA,1579051232
427,-0.6834,IA,1579052271
428,-0.5909,IA,1579052377
429,0.8256,NH,1579054289
430,0.3920,AL,1579054384
431,0.2558,KY,1579055121
432,-0.6484,AK,1579056733
433,-1.0000,MP,1579061838
434,0.2118,CO,1579065403
435,-0.2761,SC,1579068142
436,-0.1664,MT,1579071189
437,-0.8235,ID,1579071444
438,0.1074,CO,1579072860
439,0.1384,KY,1579075421
440,-0.2417,GA,1579077915
441,0.9247,HI,1579078028
442,0.8563,WV,1579081454
443,0.6674,TN,1579081928
444,-0.5508,MD,1579082322
445,-0.1818,ME,1579088038
446,0.0046,MA,1579101302
447,-0.9606,DC,1579101519
448,0.3717,ND,1579102940
449,-0.6014,IA,1579103520
450,0.1589,CA,1579109824
451,-0.5131,MD,1579111558
452,-0.4900,MD,1579111625
453,-0.7865,IN,1579116823
454,0.8690,HI,1579119820
455,-0.9219,NJ,1579122793
456,-0.5128,MD,1579123005
457,0.2421,ND,1579123919
458,-0.7152,MI,1579126797
459,-0.8014,CT,1579127064
460,-0.8108,PA,1579129053
461,0.5801,FL,1579139362
462,0.4691,OR,1579140789
463,0.3084,AL,1579142186
464,0.3310,NM,1579142325
465,-0.2425,GA,1579143344
466,0.0221,VA,1579151143
467,-0.5185,IA,1579154669
468,-0.8462,PA,1579155644
469,-0.7318,AK,1579157931
470,-0.5285,SC,1579158866
471,-0.2130,SD,1579164076
472,0.8806,WV,1579167962
473,-0.4760,MS,1579171312
474,-0.4110,WI,1579174319
475,0.7361,TN,1579176563
476,0.8797,NY,1579183096
477,-0.1051,MA,1579184149
478,0.7186,NH,1579184363
479,0.1217,WA,1579186511
480,0.4787,FL,1579190056
481,0.0006,CA,1579195031
482,0.9920,WV,1579195433
483,0.7134,NY,1579206730
484,-0.1579,MT,1579208021
485,0.2561,MN,1579210193
486,0.7705,TN,1579211680
487,0.2533,WA,1579212283
488,1.0000,WV,1579215371
489,-0.1511,VA,1579216145
490,0.0534,KY,1579219237
491,-0.1887,ME,1579219417
492,0.5550,LA,1579223131
493,0.7155,NY,1579229309
494,-0.0132,MA,1579230915
495,-1.0000,OK,1579233861
496,-0.6170,ID,1579237431
497,-0.9798,IN,1579238920
498,0.8724,NY,1579240663
499,0.0299,KY,1579242531
500,-0.0414,CO,1579242864
501,0.7299,NC,1579245716
502,-0.5682,MI,1579246393
503,-0.8216,AK,1579246437
504,0.1419,MA,1579246901
505,0.3410,WY,1579252555
506,0.1537,CO,1579260131
507,-0.9973,CT,1579261771
508,-0.3968,SD,1579261915
509,-0.4230,SC,1579265083
510,0.1601,MN,1579266420
511,-0.8288,CT,1579275433
512,0.1282,KY,1579277518
513,-0.8232,OK,1579282750
514,-0.9880,TX,1579283533
515,0.5368,RI,1579286710
516,-0.7633,TX,1579294434
517,0.2399,KY,1579295409
518,-0.7091,AK,1579296032
519,0.2055,MN,1579296534
520,0.3633,NM,1579301529
521,0.0166,MA,1579305475
522,-0.8388,IN,1579305652
523,-0.7863,ID,1579306801
524,0.4812,WY,1579307517
525,-0.0046,CA,1579309184
526,-0.5611,MS,1579312591
527,-0.8886,IN,1579312883
528,0.0360,CO,1579315351
529,0.2646,NM,1579316700
530,-0.0433,VA,1579320826
531,0.9184,HI,1579326538
532,0.8589,OH,1579328060
533,0.9067,WV,1579328238
534,-0.6009,ID,1579329424
535,-0.3862,UT,1579329537
536,1.0000,AZ,1579329668
537,-0.3096,SC,1579330336
538,0.4441,OR,1579331870
539,-0.6358,MD,1579337611
540,-0.3560,GA,1579339977
541,-0.4978,MS,1579339995
542,0.5060,FL,1579342770
543,-0.6857,MS,1579342879
544,0.3867,ND,1579345976
545,0.9221,HI,1579353814
546,-0.7390,TX,1579354095
547,-0.8136,DC,1579355379
548,0.2259,WA,1579362649
549,0.2334,AL,1579364884
550,-0.5683,NV,1579374866
551,-0.0668,CO,1579379882
552,-0.8585,IL,1579383712
553,0.4874,WY,1579384708
554,0.2172,ND,1579386293
555,-0.2161,GA,1579391513
556,-0.8897,ID,1579391947
557,-0.8397,NJ,1579392744
558,-0.7599,PA,1579396794
559,0.1667,MN,1579400824
560,-0.4669,MI,1579403827
561,-0.1402,SD,1579406061
562,0.0909,CA,1579406198
563,0.4359,NM,1579409839
564,0.4973,OR,1579413312
565,0.9095,MO,1579414068
566,-0.8569,PA,1579416369
567,0.8203,MO,1579418138
568,0.9148,AZ,1579419347
569,1.0000,AZ,1579424238
570,0.3177,LA,1579449389
571,0.3432,OR,1579449525
572,0.2699,MN,1579450275
573,0.1411,MA,1579455219
574,-0.6029,ID,1579456484
575,0.6201,FL,1579459753
576,0.1776,KY,1579464035
577,-0.2458,MT,1579467899
578,0.6698,MO,1579474253
579,-0.6626,NV,1579476616
580,-0.4669,UT,1579478708
581,-0.7770,MD,1579484533
582,0.2073,AR,1579484858
583,-0.6305,MI,1579484999
584,0.0115,KS,1579485631
585,1.0000,WV,1579487573
586,-0.6444,WI,1579487735
587,0.0688,KS,1579493284
588,-0.3088,SD,1579495244
589,0.4294,FL,1579495537
590,0.6293,FL,1579496218
591,-0.3919,SC,1579503040
592,-0.0372,ME,1579503307
593,0.2003,AR,1579505551
594,0.1307,KY,1579506446
595,-0.2163,VA,1579507902
596,-0.9386,IN,1579509034
597,0.1027,CO,1579514657
598,-0.4393,DE,1579519199
599,0.8105,OH,1579519903
600,0.0629,CA,1579528094
601,1.0000,AZ,1579531850
602,0.1843,KY,1579532119
603,1.0000,AZ,1579532297
604,0.4256,AL,1579537417
605,-0.8359,ID,1579540021
606,-1.0000,CT,1579540232
607,0.0989,CO,1579540532
608,0.9180,OH,1579543668
609,0.3222,AL,1579548020
610,0.0029,MT,1579551741
611,0.4332,WY,1579552115
612,0.6845,MO,1579555082
613,-0.5363,NV,1579558659
614,0.4198,RI,1579562739
615,0.7822,NH,1579564781
616,0.0628,ME,1579569216
617,0.7243,NY,1579571670
618,-1.0000,OK,1579584968
619,-0.9960,NJ,1579594477
620,-0.7106,PA,1579595236
621,0.0550,VA,1579598727
622,-0.1554,ME,1579600600
623,0.0995,MA,1579601972
624,0.1402,MA,1579602118
625,0.4902,NC,1579603130
626,0.5452,RI,1579606983
627,-0.8443,IN,1579609619
628,0.9174,AZ,1579612157
629,0.7369,HI,1579617176
630,-0.5896,MI,1579617324
631,-0.8638,IN,1579618977
632,0.1311,ND,1579619792
633,0.8095,OH,1579623321
634,0.2809,WA,1579629268
635,0.3697,FL,1579637580
636,-0.9487,DC,1579643653
637,-0.9181,IL,1579643991
638,0.5430,NE,1579646391
639,0.0403,ME,1579653029
640,0.2529,AR,1579655001
641,-0.9942,DC,1579657619
642,-0.9640,CT,1579659264
643,0.2873,ND,1579665233
644,0.9376,OH,1579667264
645,0.3475,OR,1579669042
646,-0.6387,IA,1579669947
647,-0.8752,IN,1579674991
648,0.8094,AZ,1579680784
649,0.8021,TN,1579683619
650,-0.1130,ME,1579683734
651,-0.7132,MI,1579684238
652,-0.8945,AK,1579684669
653,-0.3548,DE,1579685088
654,0.0750,KS,1579686543
655,0.6232,NC,1579693671
656,0.0661,MN,1579702931
657,0.2012,CA,1579706199
658,-0.1570,ME,1579707721
659,-0.3286,SC,1579708177
660,0.4580,NC,1579708276
661,0.4251,RI,1579713239
662,-0.9978,CT,1579714301
663,0.1668,AR,1579715903
664,-0.4993,SC,1579716081
665,0.7882,OH,1579717449
666,-0.7222,NV,1579718923
667,-0.5008,DE,1579720199
668,-0.7637,MD,1579726382
669,-0.2418,MT,1579729569
670,-0.9798,MP,1579730123
671,0.4163,NE,1579732201
672,0.7077,NC,1579735188
673,0.0954,MN,1579741247
674,0.1064,MN,1579745347
675,0.4649,WY,1579745509
676,-0.8267,IL,1579746169
677,-0.1722,SD,1579751466
678,0.1147,WA,1579755351
679,0.3363,NM,1579762587
680,0.4484,WY,1579765748
681,0.9465,NY,1579766575
682,1.0000,WV,1579769640
683,0.4959,OR,1579770943
684,0.6965,HI,1579771465
685,0.7343,NC,1579771895
686,0.1335,AR,1579776210
687,-0.4934,NV,1579789489
688,-0.9844,OK,1579792676
689,-0.4971,SC,1579794324
690,-0.1407,ME,1579803414
691,0.5427,RI,1579804350
692,0.3474,NM,1579809638
693,-0.7285,MD,1579810472
694,-0.8027,CT,1579814497
695,-0.5955,DE,1579819033
696,0.1427,KS,1579822166
697,-1.0000,MP,1579822207
698,-0.0219,AR,1579826291
699,0.0398,WA,1579826424
700,1.0000,AZ,1579837851
701,0.9304,AZ,1579844052
702,0.8007,AZ,1579844563
703,0.0886,KY,1579846576
704,-0.7150,MS,1579848450
705,0.9706,OH,1579848955
706,0.0324,KY,1579849443
707,-0.0059,KS,1579852921
708,-0.1926,GA,1579855502
709,-1.0000,NJ,1579868514
710,0.3975,NM,1579869911
711,0.7185,NH,1579871028
712,0.6690,MO,1579873229
713,0.9613,OH,1579875322
714,-0.6696,MS,1579875982
715,-0.5514,MI,1579876354
716,1.0000,AZ,1579876543
717,-0.7411,ID,1579877074
718,-0.0011,AR,1579877082
719,1.0000,WV,1579883729
720,-0.0032,KS,1579884780
721,0.4144,LA,1579886248
722,-0.0397,MT,1579886796
723,-0.6423,WI,1579891989
724,-0.9387,MP,1579893318
725,-0.6725,WI,1579895601
726,-0.3450,SC,1579908820
727,0.4131,RI,1579910088
728,-0.5559,WI,1579911677
729,0.3470,ND,1579913018
730,-0.8354,PA,1579914275
731,0.8233,AZ,1579915098
732,-0.3369,UT,1579915460
733,0.7240,MO,1579920355
734,0.4640,LA,1579924551
735,0.9665,NY,1579924692
736,0.7376,NH,1579927653
737,0.1393,CO,1579932175
738,0.5397,OR,1579935767
739,-0.3250,GA,1579937248
740,0.3987,NM,1579941837
741,-0.9393,CT,1579943371
742,0.1629,CA,1579943863
743,-0.6626,MI,1579943943
744,-0.1408,GA,1579948781
745,-0.1650,ME,1579950329
746,-0.8862,PA,1579950411
747,-0.1045,VA,1579952916
748,-0.3935,DE,1579955117
749,0.3106,RI,1579958323
750,-0.5641,MI,1579958706
751,-0.6150,MI,1579969451
752,0.3741,AL,1579971781
753,-0.1959,GA,1579972539
754,-0.8850,ID,1579972642
755,-0.4766,SC,1579973692
756,-0.3696,SD,1579974448
757,0.3427,WY,1579974661
758,0.2280,AL,1579976111
759,-0.8212,MP,1579984573
760,0.1253,CO,1579988219
761,-0.8528,NJ,1579991397
762,-0.3403,SC,1579995704
763,0.9435,OH,1579999209
764,0.8610,OH,1580001291
765,0.9659,OH,1580001646
766,-0.5255,SC,1580006858
767,-0.8945,OK,1580009623
768,-0.8598,MP,1580010161
769,0.3451,AL,1580011805
770,0.8204,NH,1580018869
771,-0.4769,MI,1580021182
772,1.0000,WV,1580022852
773,-0.7027,MS,1580024792
774,0.4025,ND,1580027295
775,0.0638,AR,1580032714
776,-0.9930,CT,1580033520
777,-0.4902,MI,1580035418
778,0.6779,HI,1580040627
779,-0.4595,SC,1580041850
780,0.9819,AZ,1580046491
781,0.8758,OH,1580047669
782,0.5743,WY,1580053526
783,0.4391,NE,1580063149
784,-0.6649,MI,1580064181
785,-0.8324,MP,1580064620
786,0.9192,OH,1580067541
787,0.8015,OH,1580073658
788,-0.3585,GA,1580073935
789,-1.0000,IN,1580075819
790,-0.4352,WI,1580077175
791,-1.0000,MP,1580078208
792,-0.9937,DC,1580078688
793,-0.0221,MT,1580088132
794,-1.0000,OK,1580091250
795,0.1277,ND,1580094287
796,0.0552,KS,1580099453
797,0.4712,FL,1580099501
798,0.1189,WA,1580106647
799,-1.0000,CT,1580108846
800,1.0000,OH,1580110866
801,-0.0737,CO,1580115326
802,0.0021,AR,1580115776
803,-1.0000,IN,1580116484
804,0.2890,RI,1580119575
805,0.8828,WV,1580122790
806,-1.0000,CT,1580125550
807,-0.3925,GA,1580129826
808,0.1979,MN,1580134915
809,-0.7195,MS,1580135551
810,0.0549,MN,1580137237
811,0.4299,NM,1580140633
812,0.7680,NH,1580142669
813,-0.9763,TX,1580147446
814,0.5990,FL,1580154796
815,0.0084,CO,1580154858
816,0.6979,NC,1580155785
817,0.8547,NH,1580155915
818,-0.8068,ID,1580162550
819,0.6214,NC,1580164558
820,0.5953,WY,1580165224
821,0.2604,ND,1580166473
822,-0.9393,IN,1580171842
823,0.0075,MT,1580174910
824,0.3375,OR,1580176328
825,0.5262,NC,1580177477
826,-0.8299,IN,1580180022
827,-0.1787,ME,1580180732
828,-0.6786,MD,1580181109
829,0.3754,WY,1580182259
830,0.4723,WY,1580182269
831,-0.8717,IN,1580187000
832,0.7841,HI,1580187150
833,-1.0000,MP,1580189165
834,0.1202,CO,1580196961
835,0.4481,NC,1580198800
836,0.1168,MN,1580200514
837,-0.8750,ID,1580202253
838,0.8333,HI,1580209758
839,-0.8442,DC,1580209992
840,-0.8131,ID,1580210926
841,0.5680,NC,1580215675
842,-0.2776,SD,1580221941
843,-0.2075,UT,1580222072
844,0.8307,WV,1580224145
845,0.2109,AR,1580226005
846,-0.6039,MD,1580226803
847,0.4077,AL,1580232669
848,-0.8746,NJ,1580233874
849,-0.8135,PA,1580235034
850,-0.5018,IA,1580235742
851,-0.9296,NJ,1580248269
852,0.4317,OR,1580249230
853,-0.8964,IN,1580251061
854,-0.7892,PA,1580254483
855,-1.0000,MP,1580254485
856,0.0831,WA,1580257240
857,0.2088,ND,1580258837
858,-0.0882,MT,1580260093
859,0.7924,NH,1580260763
860,-0.0641,CO,1580266278
861,-0.5465,NV,1580268360
862,0.0680,KY,1580269227
863,0.7097,NC,1580272133
864,-0.7323,PA,1580275941
865,0.9016,NY,1580279901
866,0.6595,NC,1580284346
867,0.4078,NE,1580286025
868,-0.8332,PA,1580287566
869,-0.2006,UT,1580291928
870,0.8653,AZ,1580295493
871,-0.7782,TX,1580297028
872,-0.6976,MD,1580298445
873,0.3888,RI,1580304147
874,-0.7572,ID,1580305654
875,0.3579,FL,1580307851
876,-0.6760,ID,1580308479
877,-0.8964,IL,1580310538
878,0.3702,WY,1580312492
879,-0.2717,GA,1580316668
880,0.4100,NE,1580317583
881,0.7953,HI,1580323679
882,-0.6067,IA,1580324667
883,0.3504,RI,1580333400
884,0.4515,NC,1580334098
885,-0.8758,DC,1580337330
886,0.8122,WV,1580340180
887,0.2599,CA,1580349537
888,0.2675,OR,1580355319
889,-0.6045,MI,1580362517
890,-0.1038,VA,1580364427
891,0.7346,TN,1580367606
892,0.9261,HI,1580373433
893,-0.0952,ME,1580377652
894,-0.5942,NV,1580385530
895,-0.8408,PA,1580388873
896,-0.9398,MP,1580391544
897,0.2991,ND,1580393151
898,-0.2455,GA,1580395519
899,0.7419,HI,1580398375
